date,location,deaths,cases
2020-08-09,Iowa,12,495
2020-08-09,Kentucky,8,782
2020-08-09,Maine,1,12
2020-08-09,Maryland,12,775
2020-08-09,Massachusetts,12,182
2020-08-09,Minnesota,8,916
2020-08-09,Mississippi,26,1210
2020-08-09,Missouri,3,184
2020-08-09,Montana,5,132
2020-08-09,Nevada,29,886
2020-08-09,New Jersey,20,368
2020-08-09,New Mexico,6,150
2020-08-09,New York,9,703
2020-08-09,North Carolina,24,1365
2020-08-09,North Dakota,2,181
2020-08-09,Ohio,16,1294
2020-08-09,Oklahoma,3,825
2020-08-09,Oregon,7,375
2020-08-09,Pennsylvania,14,637
2020-08-09,Puerto Rico,9,343
2020-08-09,South Carolina,45,1241
2020-08-09,South Dakota,2,106
2020-08-09,Tennessee,9,1803
2020-08-09,Texas,205,6384
2020-08-09,Virginia,5,1307
2020-08-09,Washington,16,936
2020-08-09,West Virginia,4,111
2020-08-09,Wisconsin,13,1165
2020-08-10,Alabama,13,1612
2020-08-10,Arizona,13,816
2020-08-10,Arkansas,9,572
2020-08-10,California,70,5358
2020-08-10,Colorado,1,336
2020-08-10,Delaware,1,73
2020-08-10,District of Columbia,1,100
2020-08-10,Florida,77,6229
2020-08-10,Georgia,13,3169
2020-08-10,Idaho,2,178
2020-08-10,Illinois,5,1382
2020-08-10,Indiana,5,1041
2020-08-10,Iowa,4,384
2020-08-10,Kentucky,1,404
2020-08-10,Louisiana,56,2653
2020-08-10,Maryland,8,922
2020-08-10,Massachusetts,14,102
2020-08-10,Minnesota,9,797
2020-08-10,Mississippi,22,527
2020-08-10,Missouri,7,1362
2020-08-10,Nevada,8,811
2020-08-10,New Jersey,5,344
2020-08-10,New Mexico,4,200
2020-08-10,New York,2,515
2020-08-10,North Carolina,8,813
2020-08-10,Ohio,1,879
2020-08-10,Oregon,1,262
2020-08-10,Pennsylvania,1,647
2020-08-10,Puerto Rico,5,361
2020-08-10,South Carolina,24,975
2020-08-10,Tennessee,8,2127
2020-08-10,Texas,100,5826
2020-08-10,Utah,1,376
2020-08-10,Virginia,4,897
2020-08-10,West Virginia,8,132
2020-08-10,Wisconsin,6,621
2020-08-11,Alabama,29,925
2020-08-11,Arizona,4,600
2020-08-11,Arkansas,11,645
2020-08-11,California,99,14485
2020-08-11,Colorado,4,378
2020-08-11,Connecticut,3,247
2020-08-11,Florida,91,4155
2020-08-11,Georgia,30,2429
2020-08-11,Hawaii,3,140
2020-08-11,Idaho,2,429
2020-08-11,Illinois,1,1319
2020-08-11,Indiana,3,664
2020-08-11,Iowa,3,246
2020-08-11,Kansas,7,521
2020-08-11,Kentucky,2,272
2020-08-11,Louisiana,24,562
2020-08-11,Maryland,6,755
2020-08-11,Massachusetts,6,380
2020-08-11,Michigan,7,580
2020-08-11,Minnesota,3,618
2020-08-11,Mississippi,16,476
2020-08-11,Missouri,7,976
2020-08-11,Nebraska,3,264
2020-08-11,Nevada,6,742
2020-08-11,New Jersey,4,258
2020-08-11,New Mexico,5,129
2020-08-11,New York,9,476
2020-08-11,North Carolina,7,1335
2020-08-11,North Dakota,1,117
2020-08-11,Ohio,4,883
2020-08-11,Oklahoma,2,397
2020-08-11,Oregon,1,216
2020-08-11,Pennsylvania,3,909
2020-08-11,South Carolina,17,724
2020-08-11,Tennessee,10,1202
2020-08-11,Texas,68,6296
2020-08-11,Utah,9,263
2020-08-11,Virginia,1,663
2020-08-11,Washington,9,575
2020-08-11,West Virginia,2,62
2020-08-11,Wisconsin,5,507
2020-08-12,Alabama,50,1094
2020-08-12,Arizona,45,1214
2020-08-12,Arkansas,11,383
2020-08-12,California,47,4715
2020-08-12,Colorado,12,403
2020-08-12,District of Columbia,2,89
2020-08-12,Florida,276,5831
2020-08-12,Georgia,122,3563
2020-08-12,Idaho,7,494
2020-08-12,Illinois,20,1549
2020-08-12,Indiana,25,870
2020-08-12,Iowa,12,356
2020-08-12,Kansas,6,285
2020-08-12,Kentucky,8,539
2020-08-12,Louisiana,26,1164
2020-08-12,Maine,1,1
2020-08-12,Maryland,13,585
2020-08-12,Massachusetts,10,307
2020-08-12,Michigan,7,907
2020-08-12,Minnesota,6,323
2020-08-12,Mississippi,32,644
2020-08-12,Missouri,5,1081
2020-08-12,Montana,2,87
2020-08-12,Nebraska,3,334
2020-08-12,Nevada,18,548
2020-08-12,New Jersey,12,444
2020-08-12,New Mexico,3,199
2020-08-12,New York,6,667
2020-08-12,North Carolina,39,1361
2020-08-12,North Dakota,5,172
2020-08-12,Ohio,35,1095
2020-08-12,Oklahoma,13,765
2020-08-12,Oregon,11,286
2020-08-12,Pennsylvania,29,795
2020-08-12,Puerto Rico,8,286
2020-08-12,South Carolina,50,971
2020-08-12,Tennessee,38,1001
2020-08-12,Utah,4,362
2020-08-12,Virginia,17,996
2020-08-12,Washington,19,504
2020-08-12,West Virginia,6,122
2020-08-12,Wisconsin,9,724
2020-08-12,Wyoming,1,31
2020-08-13,Alabama,35,734
2020-08-13,Alaska,1,67
2020-08-13,Arizona,148,706
2020-08-13,Arkansas,6,685
2020-08-13,California,230,12430
2020-08-13,Colorado,1,315
2020-08-13,Connecticut,6,22
2020-08-13,Delaware,1,66
2020-08-13,Florida,212,8109
2020-08-13,Georgia,105,3565
2020-08-13,Hawaii,4,202
2020-08-13,Illinois,15,1645
2020-08-13,Indiana,17,660
2020-08-13,Iowa,7,452
2020-08-13,Kansas,4,629
2020-08-13,Kentucky,7,1152
2020-08-13,Louisiana,43,1179
2020-08-13,Maryland,8,541
2020-08-13,Massachusetts,18,313
2020-08-13,Michigan,6,476
2020-08-13,Minnesota,17,464
2020-08-13,Mississippi,45,1081
2020-08-13,Missouri,8,1516
2020-08-13,Montana,3,164
2020-08-13,Nebraska,5,214
2020-08-13,Nevada,15,528
2020-08-13,New Hampshire,1,26
2020-08-13,New Mexico,2,173
2020-08-13,New York,8,700
2020-08-13,North Carolina,42,1777
2020-08-13,North Dakota,2,85
2020-08-13,Ohio,26,1422
2020-08-13,Oklahoma,9,670
2020-08-13,Oregon,7,248
2020-08-13,Pennsylvania,37,902
2020-08-13,Puerto Rico,8,564
2020-08-13,South Carolina,46,844
2020-08-13,South Dakota,1,102
2020-08-13,Tennessee,18,1478
2020-08-13,Texas,304,6370
2020-08-13,Utah,2,338
2020-08-13,Virginia,8,776
2020-08-13,Washington,8,551
2020-08-13,West Virginia,6,139
2020-08-13,Wisconsin,9,478
2020-08-14,Alabama,8,757
2020-08-14,Arizona,36,1351
2020-08-14,Arkansas,10,670
2020-08-14,California,117,6608
2020-08-14,Colorado,7,463
2020-08-14,Delaware,1,202
2020-08-14,District of Columbia,1,65
2020-08-14,Florida,148,6236
2020-08-14,Georgia,82,2515
2020-08-14,Hawaii,2,354
2020-08-14,Idaho,5,495
2020-08-14,Illinois,24,1834
2020-08-14,Indiana,19,1043
2020-08-14,Iowa,7,400
2020-08-14,Kansas,6,387
2020-08-14,Kentucky,6,741
2020-08-14,Louisiana,46,1135
2020-08-14,Maryland,8,776
2020-08-14,Massachusetts,21,369
2020-08-14,Michigan,16,1167
2020-08-14,Minnesota,7,690
2020-08-14,Mississippi,22,612
2020-08-14,Missouri,2,1473
2020-08-14,Montana,1,139
2020-08-14,Nebraska,4,416
2020-08-14,Nevada,34,602
2020-08-14,New Hampshire,2,34
2020-08-14,New Jersey,8,656
2020-08-14,New Mexico,2,171
2020-08-14,New York,2,737
2020-08-14,North Carolina,7,1569
2020-08-14,Ohio,21,1178
2020-08-14,Oklahoma,11,705
2020-08-14,Oregon,8,278
2020-08-14,Pennsylvania,15,987
2020-08-14,Puerto Rico,11,110
2020-08-14,South Carolina,40,935
2020-08-14,South Dakota,1,82
2020-08-14,Tennessee,24,2118
2020-08-14,Texas,241,6904
2020-08-14,Utah,2,334
2020-08-14,Virginia,11,1101
2020-08-14,Washington,12,637
2020-08-14,Wisconsin,5,943
2020-08-14,Wyoming,1,33
2020-08-15,Alabama,3,1120
2020-08-15,Arizona,40,927
2020-08-15,Arkansas,5,626
2020-08-15,California,278,15117
2020-08-15,Colorado,6,319
2020-08-15,Connecticut,3,115
2020-08-15,Florida,228,6148
2020-08-15,Georgia,35,3227
2020-08-15,Idaho,14,542
2020-08-15,Illinois,27,2296
2020-08-15,Indiana,8,1067
2020-08-15,Iowa,10,874
2020-08-15,Kansas,1,546
2020-08-15,Kentucky,8,612
2020-08-15,Louisiana,28,1298
2020-08-15,Maryland,11,715
2020-08-15,Massachusetts,20,361
2020-08-15,Michigan,11,868
2020-08-15,Minnesota,8,730
2020-08-15,Mississippi,32,944
2020-08-15,Missouri,9,1364
2020-08-15,Nebraska,1,328
2020-08-15,Nevada,15,1099
2020-08-15,New Hampshire,1,43
2020-08-15,New Jersey,10,570
2020-08-15,New Mexico,6,173
2020-08-15,New York,18,727
2020-08-15,North Carolina,26,1597
2020-08-15,North Dakota,1,151
2020-08-15,Ohio,29,1131
2020-08-15,Oklahoma,6,794
2020-08-15,Oregon,2,313
2020-08-15,Pennsylvania,39,827
2020-08-15,Puerto Rico,11,451
2020-08-15,South Carolina,20,932
2020-08-15,South Dakota,2,127
2020-08-15,Tennessee,13,1947
2020-08-15,Texas,311,8847
2020-08-15,Utah,7,552
2020-08-15,Virginia,7,1216
2020-08-15,Washington,19,800
2020-08-15,West Virginia,4,114
2020-08-15,Wisconsin,10,1021
2020-08-16,Alabama,3,830
2020-08-16,Alaska,1,85
2020-08-16,Arizona,69,933
2020-08-16,California,70,4893
2020-08-16,Colorado,8,300
2020-08-16,District of Columbia,3,41
2020-08-16,Florida,204,6352
2020-08-16,Georgia,96,3273
2020-08-16,Idaho,4,304
2020-08-16,Illinois,5,1828
2020-08-16,Indiana,15,1044
2020-08-16,Iowa,5,818
2020-08-16,Kansas,2,855
2020-08-16,Kentucky,6,632
2020-08-16,Maine,1,28
2020-08-16,Maryland,5,818
2020-08-16,Massachusetts,16,176
2020-08-16,Michigan,20,1058
2020-08-16,Mississippi,37,825
2020-08-16,Missouri,13,1211
2020-08-16,Montana,1,118
2020-08-16,Nevada,24,859
2020-08-16,New Jersey,7,278
2020-08-16,New Mexico,8,142
2020-08-16,New York,11,734
2020-08-16,North Carolina,30,1341
2020-08-16,Ohio,40,1117
2020-08-16,Oklahoma,13,901
2020-08-16,Oregon,1,405
2020-08-16,Pennsylvania,17,799
2020-08-16,Puerto Rico,12,339
2020-08-16,South Carolina,56,1041
2020-08-16,South Dakota,2,94
2020-08-16,Tennessee,19,1289
2020-08-16,Texas,190,6897
2020-08-16,Utah,3,345
2020-08-16,Virginia,11,912
2020-08-16,Washington,11,746
2020-08-16,West Virginia,3,185
2020-08-16,Wisconsin,7,829
2020-08-17,Alabama,2,741
2020-08-17,Arizona,14,883
2020-08-17,California,25,5879
2020-08-17,Florida,107,3779
2020-08-17,Georgia,33,1862
2020-08-17,Illinois,18,1561
2020-08-17,Indiana,5,739
2020-08-17,Louisiana,77,1181
2020-08-17,Maryland,3,519
2020-08-17,Massachusetts,12,121
2020-08-17,Michigan,6,477
2020-08-17,Minnesota,47,739
2020-08-17,Mississippi,4,381
2020-08-17,Missouri,5,1192
2020-08-17,Nevada,3,697
2020-08-17,New Jersey,2,13
2020-08-17,New Mexico,3,106
2020-08-17,New York,7,607
2020-08-17,North Carolina,4,886
2020-08-17,North Dakota,4,143
2020-08-17,Ohio,2,613
2020-08-17,Oklahoma,4,544
2020-08-17,Oregon,2,244
2020-08-17,Pennsylvania,2,539
2020-08-17,Puerto Rico,6,182
2020-08-17,South Carolina,9,615
2020-08-17,South Dakota,1,156
2020-08-17,Tennessee,21,1961
2020-08-17,Texas,128,8850
2020-08-17,Washington,15,576
2020-08-17,Wisconsin,5,685
2020-08-18,Alabama,27,1425
2020-08-18,Arkansas,4,412
2020-08-18,California,53,5542
2020-08-18,Connecticut,3,370
2020-08-18,Florida,87,2678
2020-08-18,Georgia,25,1831
2020-08-18,Idaho,4,281
2020-08-18,Illinois,12,1773
2020-08-18,Indiana,2,591
2020-08-18,Iowa,12,382
2020-08-18,Kansas,1,729
2020-08-18,Kentucky,8,761
2020-08-18,Louisiana,19,567
2020-08-18,Maryland,2,503
2020-08-18,Massachusetts,4,382
2020-08-18,Minnesota,6,564
2020-08-18,Mississippi,11,276
2020-08-18,Missouri,32,1029
2020-08-18,Nebraska,1,191
2020-08-18,Nevada,5,662
2020-08-18,New Jersey,4,312
2020-08-18,New Mexico,4,92
2020-08-18,New York,7,408
2020-08-18,North Carolina,1,1257
2020-08-18,North Dakota,1,60
2020-08-18,Ohio,6,775
2020-08-18,Oklahoma,4,369
2020-08-18,South Carolina,19,456
2020-08-18,Tennessee,21,1036
2020-08-18,Texas,48,5722
2020-08-18,Utah,1,242
2020-08-18,Virginia,4,734
2020-08-18,Washington,4,260
2020-08-18,Wisconsin,4,455
2020-08-19,Alabama,11,1323
2020-08-19,Alaska,1,71
2020-08-19,Arizona,23,915
2020-08-19,Arkansas,16,410
2020-08-19,California,208,8725
2020-08-19,Colorado,3,261
2020-08-19,District of Columbia,2,52
2020-08-19,Florida,219,3838
2020-08-19,Georgia,67,2816
2020-08-19,Hawaii,1,134
2020-08-19,Idaho,9,384
2020-08-19,Illinois,27,1739
2020-08-19,Indiana,30,841
2020-08-19,Iowa,15,372
2020-08-19,Kansas,4,260
2020-08-19,Kentucky,12,608
2020-08-19,Louisiana,28,640
2020-08-19,Maryland,9,520
2020-08-19,Massachusetts,6,397
2020-08-19,Michigan,16,653
2020-08-19,Minnesota,9,376
2020-08-19,Mississippi,32,795
2020-08-19,Missouri,10,830
2020-08-19,Montana,2,54
2020-08-19,Nebraska,7,262
2020-08-19,Nevada,25,672
2020-08-19,New Hampshire,1,13
2020-08-19,New Jersey,9,331
2020-08-19,New Mexico,5,79
2020-08-19,New York,12,655
2020-08-19,North Carolina,48,1379
2020-08-19,North Dakota,2,135
2020-08-19,Ohio,34,848
2020-08-19,Oklahoma,14,601
2020-08-19,Oregon,9,225
2020-08-19,Pennsylvania,21,600
2020-08-19,Puerto Rico,11,648
2020-08-19,South Carolina,55,719
2020-08-19,South Dakota,1,81
2020-08-19,Tennessee,37,1026
2020-08-19,Texas,235,7715
2020-08-19,Utah,5,263
2020-08-19,Virginia,11,861
2020-08-19,Washington,23,542
2020-08-19,West Virginia,2,97
2020-08-20,Alabama,8,1281
2020-08-20,Arizona,105,637
2020-08-20,Arkansas,12,729
2020-08-20,California,186,9134
2020-08-20,Colorado,1,270
2020-08-20,Connecticut,1,59
2020-08-20,Delaware,2,50
2020-08-20,District of Columbia,1,29
2020-08-20,Florida,174,4115
2020-08-20,Georgia,55,2305
2020-08-20,Hawaii,1,260
2020-08-20,Idaho,7,359
2020-08-20,Illinois,23,2296
2020-08-20,Indiana,15,489
2020-08-20,Iowa,8,322
2020-08-20,Kansas,4,545
2020-08-20,Kentucky,12,627
2020-08-20,Louisiana,55,778
2020-08-20,Maryland,11,414
2020-08-20,Massachusetts,28,343
2020-08-20,Michigan,10,689
2020-08-20,Minnesota,17,526
2020-08-20,Mississippi,36,1348
2020-08-20,Missouri,9,1230
2020-08-20,Nebraska,2,215
2020-08-20,Nevada,32,389
2020-08-20,New Hampshire,3,19
2020-08-20,New Jersey,1,329
2020-08-20,New Mexico,6,170
2020-08-20,New York,5,631
2020-08-20,North Carolina,35,2049
2020-08-20,North Dakota,2,186
2020-08-20,Ohio,41,971
2020-08-20,Oklahoma,20,611
2020-08-20,Oregon,11,194
2020-08-20,Pennsylvania,34,658
2020-08-20,Puerto Rico,10,81
2020-08-20,South Carolina,17,739
2020-08-20,South Dakota,1,125
2020-08-20,Tennessee,28,2030
2020-08-20,Texas,253,5828
2020-08-20,Utah,8,364
2020-08-20,Virginia,14,737
2020-08-20,Washington,14,426
2020-08-20,West Virginia,4,69
2020-08-20,Wisconsin,5,1297
2020-08-20,Wyoming,4,71
2020-08-21,Alabama,30,1041
2020-08-21,Arizona,50,723
2020-08-21,Arkansas,10,549
2020-08-21,California,120,4993
2020-08-21,Colorado,3,329
2020-08-21,Connecticut,1,118
2020-08-21,District of Columbia,1,55
2020-08-21,Florida,117,4555
2020-08-21,Georgia,55,2759
2020-08-21,Hawaii,3,235
2020-08-21,Idaho,7,430
2020-08-21,Illinois,27,1832
2020-08-21,Indiana,11,941
2020-08-21,Iowa,6,1010
2020-08-21,Kansas,4,488
2020-08-21,Kentucky,14,700
2020-08-21,Louisiana,28,918
2020-08-21,Maine,1,18
2020-08-21,Maryland,8,580
2020-08-21,Massachusetts,12,361
2020-08-21,Michigan,16,527
2020-08-21,Minnesota,7,690
2020-08-21,Mississippi,27,894
2020-08-21,Missouri,8,1068
2020-08-21,Montana,5,116
2020-08-21,Nebraska,2,308
2020-08-21,Nevada,38,556
2020-08-21,New Hampshire,1,14
2020-08-21,New Jersey,6,100
2020-08-21,New Mexico,5,202
2020-08-21,North Carolina,34,1989
2020-08-21,Ohio,22,1122
2020-08-21,Oklahoma,10,746
2020-08-21,Oregon,4,295
2020-08-21,Other,2,146
2020-08-21,Pennsylvania,12,787
2020-08-21,Puerto Rico,11,124
2020-08-21,Rhode Island,1,76
2020-08-21,South Carolina,41,909
2020-08-21,South Dakota,2,125
2020-08-21,Tennessee,36,1375
2020-08-21,Texas,239,5277
2020-08-21,Utah,4,461
2020-08-21,Virginia,17,860
2020-08-21,Washington,15,700
2020-08-21,West Virginia,1,180
2020-08-21,Wisconsin,7,740
2020-08-22,Alabama,22,1475
2020-08-22,Alaska,1,72
2020-08-22,Arizona,4,619
2020-08-22,Arkansas,22,887
2020-08-22,California,136,6633
2020-08-22,Connecticut,2,87
2020-08-22,Delaware,5,52
2020-08-22,District of Columbia,1,60
2020-08-22,Florida,119,4684
2020-08-22,Georgia,94,2889
2020-08-22,Hawaii,1,228
2020-08-22,Idaho,9,254
2020-08-22,Illinois,22,2293
2020-08-22,Indiana,17,1040
2020-08-22,Iowa,13,798
2020-08-22,Kansas,7,988
2020-08-22,Kentucky,8,639
2020-08-22,Louisiana,50,899
2020-08-22,Maine,1,33
2020-08-22,Maryland,5,670
2020-08-22,Massachusetts,13,300
2020-08-22,Minnesota,8,825
2020-08-22,Mississippi,24,874
2020-08-22,Missouri,3,1270
2020-08-22,Nebraska,3,278
2020-08-22,Nevada,13,849
2020-08-22,New Jersey,9,290
2020-08-22,New Mexico,5,144
2020-08-22,North Carolina,29,1790
2020-08-22,North Dakota,2,232
2020-08-22,Ohio,26,1043
2020-08-22,Oklahoma,6,1077
2020-08-22,Oregon,2,256
2020-08-22,Other,1,126
2020-08-22,Pennsylvania,17,725
2020-08-22,Puerto Rico,7,438
2020-08-22,Rhode Island,2,151
2020-08-22,South Carolina,58,1058
2020-08-22,South Dakota,2,193
2020-08-22,Tennessee,61,1669
2020-08-22,Texas,241,5673
2020-08-22,Utah,2,463
2020-08-22,Virginia,9,978
2020-08-22,Washington,13,390
2020-08-22,West Virginia,4,90
2020-08-22,Wisconsin,7,826
2020-08-22,Wyoming,3,67
2020-08-23,Alabama,15,597
2020-08-23,Alaska,1,90
2020-08-23,Arizona,68,996
2020-08-23,Arkansas,11,547
2020-08-23,California,185,5535
2020-08-23,Colorado,8,653
2020-08-23,District of Columbia,2,65
2020-08-23,Florida,106,4311
2020-08-23,Georgia,94,2592
2020-08-23,Hawaii,1,284
2020-08-23,Idaho,1,295
2020-08-23,Illinois,17,2356
2020-08-23,Indiana,10,1000
2020-08-23,Iowa,4,665
2020-08-23,Kentucky,8,801
2020-08-23,Maine,1,32
2020-08-23,Maryland,11,624
2020-08-23,Massachusetts,20,165
2020-08-23,Michigan,21,1426
2020-08-23,Minnesota,8,734
2020-08-23,Mississippi,23,945
2020-08-23,Missouri,6,1329
2020-08-23,Montana,1,160
2020-08-23,Nevada,12,636
2020-08-23,New Hampshire,1,23
2020-08-23,New Jersey,2,529
2020-08-23,New Mexico,4,207
2020-08-23,New York,6,653
2020-08-23,North Carolina,27,1519
2020-08-23,North Dakota,3,262
2020-08-23,Ohio,20,1119
2020-08-23,Oklahoma,10,853
2020-08-23,Oregon,3,289
2020-08-23,Pennsylvania,18,743
2020-08-23,Puerto Rico,7,268
2020-08-23,South Carolina,34,917
2020-08-23,South Dakota,1,251
2020-08-23,Tennessee,14,1239
2020-08-23,Texas,165,3721
2020-08-23,Utah,2,369
2020-08-23,Virginia,7,1215
2020-08-23,Washington,7,816
2020-08-23,West Virginia,6,108
2020-08-23,Wisconsin,5,950
2020-08-24,Alabama,2,676
2020-08-24,Alaska,1,67
2020-08-24,Arizona,15,208
2020-08-24,Arkansas,13,375
2020-08-24,California,22,4845
2020-08-24,Florida,51,2974
2020-08-24,Georgia,40,1727
2020-08-24,Idaho,1,186
2020-08-24,Illinois,6,1893
2020-08-24,Indiana,2,615
2020-08-24,Iowa,4,450
2020-08-24,Louisiana,59,1223
2020-08-24,Maine,1,18
2020-08-24,Maryland,6,579
2020-08-24,Michigan,4,764
2020-08-24,Minnesota,6,717
2020-08-24,Mississippi,3,626
2020-08-24,Missouri,2,831
2020-08-24,Nebraska,2,109
2020-08-24,New Jersey,3,148
2020-08-24,New Mexico,2,94
2020-08-24,New York,12,572
2020-08-24,North Carolina,10,1217
2020-08-24,North Dakota,1,140
2020-08-24,Ohio,3,637
2020-08-24,Oklahoma,1,566
2020-08-24,Other,1,73
2020-08-24,Pennsylvania,2,519
2020-08-24,Puerto Rico,9,195
2020-08-24,South Carolina,11,693
2020-08-24,South Dakota,1,141
2020-08-24,Tennessee,4,1854
2020-08-24,Texas,119,4760
2020-08-24,Virginia,24,888
2020-08-24,Washington,6,417
2020-08-24,West Virginia,2,88
2020-08-24,Wisconsin,4,453
2020-08-25,Alabama,11,560
2020-08-25,Arkansas,9,320
2020-08-25,California,82,6281
2020-08-25,Colorado,1,198
2020-08-25,Delaware,4,47
2020-08-25,Florida,72,2258
2020-08-25,Georgia,24,2304
2020-08-25,Hawaii,2,169
2020-08-25,Idaho,7,212
2020-08-25,Illinois,8,1612
2020-08-25,Indiana,5,1660
2020-08-25,Iowa,10,463
2020-08-25,Kansas,3,888
2020-08-25,Kentucky,12,832
2020-08-25,Louisiana,18,623
2020-08-25,Maryland,3,567
2020-08-25,Massachusetts,28,413
2020-08-25,Michigan,4,878
2020-08-25,Minnesota,4,714
2020-08-25,Mississippi,8,511
2020-08-25,Montana,1,60
2020-08-25,Nebraska,5,158
2020-08-25,Nevada,3,409
2020-08-25,New Mexico,4,146
2020-08-25,New York,1,408
2020-08-25,North Carolina,4,1495
2020-08-25,North Dakota,1,124
2020-08-25,Ohio,8,849
2020-08-25,Oklahoma,4,357
2020-08-25,Oregon,3,218
2020-08-25,South Carolina,7,563
2020-08-25,Tennessee,21,667
2020-08-25,Texas,46,4222
2020-08-25,Utah,5,249
2020-08-25,Virginia,4,663
2020-08-25,Washington,4,359
2020-08-25,Wisconsin,7,392
2020-08-26,Alabama,13,2145
2020-08-26,Alaska,4,36
2020-08-26,Arizona,21,859
2020-08-26,Arkansas,15,480
2020-08-26,California,147,5471
2020-08-26,Colorado,7,459
2020-08-26,Connecticut,3,29
2020-08-26,Florida,183,2673
2020-08-26,Georgia,106,2101
2020-08-26,Idaho,12,408
2020-08-26,Illinois,29,1681
2020-08-26,Indiana,16,829
2020-08-26,Iowa,12,697
2020-08-26,Kansas,1,315
2020-08-26,Kentucky,11,670
2020-08-26,Louisiana,33,550
2020-08-26,Maryland,13,377
2020-08-26,Massachusetts,12,404
2020-08-26,Michigan,21,951
2020-08-26,Minnesota,8,409
2020-08-26,Mississippi,67,801
2020-08-26,Missouri,17,793
2020-08-26,Montana,6,135
2020-08-26,Nevada,30,403
2020-08-26,New Jersey,7,302
2020-08-26,New Mexico,3,64
2020-08-26,New York,29,629
2020-08-26,North Carolina,35,1394
2020-08-26,North Dakota,1,229
2020-08-26,Ohio,10,844
2020-08-26,Oklahoma,14,650
2020-08-26,Oregon,8,236
2020-08-26,Other,1,91
2020-08-26,Pennsylvania,25,556
2020-08-26,Puerto Rico,5,70
2020-08-26,Rhode Island,1,70
2020-08-26,South Carolina,18,937
2020-08-26,Tennessee,40,813
2020-08-26,Texas,193,6232
2020-08-26,Utah,7,403
2020-08-26,Virginia,23,1003
2020-08-26,Washington,9,334
2020-08-26,West Virginia,8,84
2020-08-26,Wisconsin,7,638
2020-08-27,Alabama,8,1714
2020-08-27,Alaska,1,54
2020-08-27,Arizona,104,186
2020-08-27,Arkansas,21,649
2020-08-27,California,150,5972
2020-08-27,Colorado,1,193
2020-08-27,Delaware,1,24
2020-08-27,Florida,153,3220
2020-08-27,Georgia,49,2236
2020-08-27,Hawaii,2,276
2020-08-27,Idaho,11,306
2020-08-27,Illinois,37,2156
2020-08-27,Indiana,18,938
2020-08-27,Iowa,12,1201
2020-08-27,Kansas,12,1019
2020-08-27,Kentucky,7,662
2020-08-27,Louisiana,54,1545
2020-08-27,Maine,1,20
2020-08-27,Maryland,10,440
2020-08-27,Massachusetts,26,401
2020-08-27,Michigan,6,843
2020-08-27,Minnesota,15,529
2020-08-27,Mississippi,58,904
2020-08-27,Missouri,11,1353
2020-08-27,Montana,1,161
2020-08-27,Nebraska,3,379
2020-08-27,Nevada,20,253
2020-08-27,New Mexico,3,126
2020-08-27,New York,6,566
2020-08-27,North Carolina,36,2161
2020-08-27,Ohio,48,1089
2020-08-27,Oklahoma,19,666
2020-08-27,Oregon,5,180
2020-08-27,Other,4,168
2020-08-27,Pennsylvania,31,519
2020-08-27,Puerto Rico,9,18
2020-08-27,Rhode Island,2,82
2020-08-27,South Carolina,44,605
2020-08-27,South Dakota,1,66
2020-08-27,Tennessee,20,1936
2020-08-27,Texas,204,6350
2020-08-27,Utah,4,407
2020-08-27,Virginia,21,822
2020-08-27,Washington,4,456
2020-08-27,West Virginia,3,145
2020-08-27,Wisconsin,10,768
2020-08-28,Alabama,31,1137
2020-08-28,Arizona,33,680
2020-08-28,Arkansas,7,722
2020-08-28,California,145,4817
2020-08-28,Colorado,4,350
2020-08-28,Connecticut,2,130
2020-08-28,Florida,135,3269
2020-08-28,Georgia,82,2484
2020-08-28,Hawaii,4,306
2020-08-28,Idaho,6,342
2020-08-28,Illinois,23,1707
2020-08-28,Indiana,7,1145
2020-08-28,Iowa,20,2681
2020-08-28,Kansas,2,480
2020-08-28,Kentucky,8,748
2020-08-28,Louisiana,23,677
2020-08-28,Maryland,5,577
2020-08-28,Massachusetts,21,377
2020-08-28,Michigan,16,863
2020-08-28,Minnesota,15,1154
2020-08-28,Mississippi,26,585
2020-08-28,Missouri,7,1471
2020-08-28,Nebraska,5,374
2020-08-28,Nevada,21,554
2020-08-28,New Hampshire,2,38
2020-08-28,New Jersey,7,307
2020-08-28,New Mexico,9,188
2020-08-28,North Carolina,24,1987
2020-08-28,North Dakota,1,333
2020-08-28,Ohio,32,1244
2020-08-28,Oklahoma,15,712
2020-08-28,Oregon,5,190
2020-08-28,Other,1,134
2020-08-28,Pennsylvania,9,633
2020-08-28,Puerto Rico,8,459
2020-08-28,Rhode Island,3,135
2020-08-28,South Carolina,55,505
2020-08-28,Tennessee,25,1826
2020-08-28,Texas,226,3952
2020-08-28,Utah,2,383
2020-08-28,Virginia,12,1121
2020-08-28,Washington,10,542
2020-08-28,West Virginia,8,89
2020-08-28,Wisconsin,3,878
2020-08-29,Alabama,31,1838
2020-08-29,Arizona,49,519
2020-08-29,Arkansas,17,838
2020-08-29,California,128,5564
2020-08-29,Colorado,6,430
2020-08-29,Florida,89,3815
2020-08-29,Georgia,78,2298
2020-08-29,Hawaii,4,264
2020-08-29,Idaho,10,263
2020-08-29,Illinois,20,2436
2020-08-29,Indiana,11,809
2020-08-29,Iowa,17,1340
2020-08-29,Kansas,1,690
2020-08-29,Kentucky,8,779
2020-08-29,Louisiana,30,606
