date,location,deaths,cases
2020-05-12,Nevada,2,32
2020-05-12,New Jersey,91,1452
2020-05-12,New Mexico,8,206
2020-05-12,New York,197,1660
2020-05-12,North Carolina,11,327
2020-05-12,North Dakota,1,27
2020-05-12,Ohio,16,696
2020-05-12,Oklahoma,2,24
2020-05-12,Oregon,3,58
2020-05-12,Other,1,3
2020-05-12,Pennsylvania,26,520
2020-05-12,Puerto Rico,2,14
2020-05-12,South Carolina,15,139
2020-05-12,Tennessee,8,559
2020-05-12,Texas,18,1314
2020-05-12,Utah,1,111
2020-05-12,Virginia,11,989
2020-05-12,Washington,14,231
2020-05-12,Wisconsin,5,199
2020-05-13,Alabama,32,304
2020-05-13,Arizona,20,353
2020-05-13,Arkansas,1,121
2020-05-13,California,100,1651
2020-05-13,Colorado,23,278
2020-05-13,Connecticut,33,568
2020-05-13,Delaware,12,176
2020-05-13,District of Columbia,8,96
2020-05-13,Florida,44,941
2020-05-13,Georgia,54,922
2020-05-13,Illinois,142,4014
2020-05-13,Indiana,38,500
2020-05-13,Iowa,18,539
2020-05-13,Kansas,4,81
2020-05-13,Kentucky,10,176
2020-05-13,Louisiana,39,235
2020-05-13,Maryland,73,688
2020-05-13,Massachusetts,33,1453
2020-05-13,Michigan,92,632
2020-05-13,Minnesota,23,695
2020-05-13,Mississippi,22,234
2020-05-13,Missouri,10,117
2020-05-13,Nebraska,2,125
2020-05-13,Nevada,9,161
2020-05-13,New Hampshire,9,79
2020-05-13,New Jersey,203,711
2020-05-13,New Mexico,11,143
2020-05-13,New York,218,1430
2020-05-13,North Carolina,25,424
2020-05-13,North Dakota,2,53
2020-05-13,Ohio,79,473
2020-05-13,Oklahoma,4,119
2020-05-13,Other,1,1
2020-05-13,Pennsylvania,82,851
2020-05-13,Puerto Rico,1,8
2020-05-13,South Carolina,9,135
2020-05-13,South Dakota,5,49
2020-05-13,Tennessee,15,567
2020-05-13,Texas,31,1113
2020-05-13,Utah,5,70
2020-05-13,Virginia,42,730
2020-05-13,Washington,17,208
2020-05-13,West Virginia,4,12
2020-05-13,Wisconsin,10,193
2020-05-14,Alabama,15,256
2020-05-14,Arizona,33,480
2020-05-14,Arkansas,2,72
2020-05-14,California,78,1818
2020-05-14,Colorado,52,318
2020-05-14,Connecticut,84,522
2020-05-14,Delaware,10,211
2020-05-14,District of Columbia,14,99
2020-05-14,Florida,48,479
2020-05-14,Georgia,19,503
2020-05-14,Illinois,191,1673
2020-05-14,Indiana,41,346
2020-05-14,Iowa,17,377
2020-05-14,Kansas,4,278
2020-05-14,Louisiana,34,612
2020-05-14,Maine,1,38
2020-05-14,Maryland,53,751
2020-05-14,Massachusetts,174,1317
2020-05-14,Michigan,41,556
2020-05-14,Minnesota,24,423
2020-05-14,Mississippi,8,182
2020-05-14,Missouri,21,191
2020-05-14,Nebraska,3,380
2020-05-14,Nevada,10,163
2020-05-14,New Hampshire,8,60
2020-05-14,New Jersey,192,643
2020-05-14,New Mexico,12,152
2020-05-14,New York,205,2176
2020-05-14,North Carolina,25,708
2020-05-14,North Dakota,2,76
2020-05-14,Ohio,47,471
2020-05-14,Oregon,4,58
2020-05-14,Pennsylvania,180,791
2020-05-14,Puerto Rico,1,2
2020-05-14,South Carolina,7,103
2020-05-14,Tennessee,7,259
2020-05-14,Texas,26,1356
2020-05-14,Utah,2,188
2020-05-14,Virginia,36,946
2020-05-14,Washington,12,182
2020-05-14,Wisconsin,6,291
2020-05-15,Alabama,23,339
2020-05-15,Arizona,29,458
2020-05-15,Arkansas,1,130
2020-05-15,California,95,2073
2020-05-15,Colorado,24,363
2020-05-15,Connecticut,94,609
2020-05-15,Delaware,13,271
2020-05-15,District of Columbia,8,152
2020-05-15,Florida,48,808
2020-05-15,Georgia,28,550
2020-05-15,Idaho,3,58
2020-05-15,Illinois,136,3243
2020-05-15,Indiana,27,580
2020-05-15,Iowa,12,386
2020-05-15,Kansas,1,187
2020-05-15,Kentucky,7,372
2020-05-15,Louisiana,36,827
2020-05-15,Maine,3,50
2020-05-15,Maryland,57,1091
2020-05-15,Massachusetts,167,1316
2020-05-15,Michigan,74,1348
2020-05-15,Minnesota,34,518
2020-05-15,Mississippi,15,393
2020-05-15,Missouri,12,164
2020-05-15,Nevada,2,28
2020-05-15,New Hampshire,1,83
2020-05-15,New Jersey,241,1144
2020-05-15,New Mexico,11,139
2020-05-15,New York,161,2390
2020-05-15,North Carolina,16,794
2020-05-15,Ohio,51,636
2020-05-15,Oklahoma,6,105
2020-05-15,Oregon,3,63
2020-05-15,Pennsylvania,194,1004
2020-05-15,Puerto Rico,2,9
2020-05-15,South Carolina,9,159
2020-05-15,South Dakota,4,60
2020-05-15,Tennessee,14,329
2020-05-15,Texas,63,1456
2020-05-15,Virginia,28,1067
2020-05-15,Washington,9,261
2020-05-15,West Virginia,2,29
2020-05-15,Wisconsin,10,373
2020-05-16,Alabama,10,333
2020-05-16,Arizona,27,495
2020-05-16,California,84,1822
2020-05-16,Colorado,64,394
2020-05-16,Connecticut,66,621
2020-05-16,Delaware,11,150
2020-05-16,District of Columbia,10,135
2020-05-16,Florida,42,928
2020-05-16,Georgia,43,795
2020-05-16,Illinois,131,2432
2020-05-16,Indiana,45,603
2020-05-16,Iowa,18,374
2020-05-16,Kansas,4,181
2020-05-16,Kentucky,4,219
2020-05-16,Louisiana,31,348
2020-05-16,Maryland,45,1083
2020-05-16,Massachusetts,110,1108
2020-05-16,Michigan,39,643
2020-05-16,Minnesota,20,805
2020-05-16,Mississippi,13,318
2020-05-16,Missouri,15,189
2020-05-16,Nebraska,10,350
2020-05-16,Nevada,10,229
2020-05-16,New Hampshire,8,71
2020-05-16,New Jersey,206,1280
2020-05-16,New Mexico,11,159
2020-05-16,New York,265,2762
2020-05-16,North Carolina,26,742
2020-05-16,North Dakota,2,49
2020-05-16,Ohio,47,597
2020-05-16,Oklahoma,1,124
2020-05-16,Pennsylvania,134,1031
2020-05-16,Puerto Rico,5,14
2020-05-16,South Carolina,9,218
2020-05-16,South Dakota,1,95
2020-05-16,Tennessee,3,261
2020-05-16,Texas,53,1241
2020-05-16,Utah,2,164
2020-05-16,Virginia,22,859
2020-05-16,Washington,8,178
2020-05-16,West Virginia,4,20
2020-05-16,Wisconsin,5,410
2020-05-17,Alabama,2,334
2020-05-17,Arizona,28,497
2020-05-17,California,72,2032
2020-05-17,Colorado,42,401
2020-05-17,Connecticut,54,618
2020-05-17,Delaware,15,174
2020-05-17,District of Columbia,7,171
2020-05-17,Florida,47,673
2020-05-17,Georgia,10,440
2020-05-17,Idaho,1,68
2020-05-17,Illinois,70,2088
2020-05-17,Indiana,50,624
2020-05-17,Iowa,10,279
2020-05-17,Kansas,2,53
2020-05-17,Kentucky,2,244
2020-05-17,Louisiana,31,280
2020-05-17,Maine,1,45
2020-05-17,Maryland,46,982
2020-05-17,Massachusetts,113,651
2020-05-17,Michigan,56,505
2020-05-17,Minnesota,17,729
2020-05-17,Mississippi,17,322
2020-05-17,Missouri,11,176
2020-05-17,Nebraska,10,610
2020-05-17,Nevada,4,80
2020-05-17,New Hampshire,12,103
2020-05-17,New Jersey,118,1105
2020-05-17,New Mexico,6,185
2020-05-17,New York,172,2419
2020-05-17,North Carolina,9,485
2020-05-17,Ohio,29,520
2020-05-17,Oklahoma,3,150
2020-05-17,Pennsylvania,58,1049
2020-05-17,Rhode Island,68,215
2020-05-17,Tennessee,5,303
2020-05-17,Texas,35,1717
2020-05-17,Utah,1,155
2020-05-17,Virginia,25,1011
2020-05-17,Washington,8,337
2020-05-17,Wisconsin,5,502
2020-05-18,Alabama,3,309
2020-05-18,Arizona,1,279
2020-05-18,California,32,1441
2020-05-18,Colorado,23,305
2020-05-18,Connecticut,69,716
2020-05-18,Delaware,4,123
2020-05-18,District of Columbia,8,81
2020-05-18,Florida,9,777
2020-05-18,Georgia,12,367
2020-05-18,Illinois,48,1734
2020-05-18,Indiana,10,498
2020-05-18,Iowa,5,323
2020-05-18,Louisiana,12,315
2020-05-18,Maryland,35,836
2020-05-18,Massachusetts,92,372
2020-05-18,Michigan,10,648
2020-05-18,Minnesota,22,699
2020-05-18,Mississippi,11,173
2020-05-18,Missouri,7,123
2020-05-18,Nevada,3,136
2020-05-18,New Hampshire,1,40
2020-05-18,New Jersey,105,1415
2020-05-18,New Mexico,6,91
2020-05-18,New York,126,1889
2020-05-18,North Carolina,10,407
2020-05-18,North Dakota,1,52
2020-05-18,Ohio,15,449
2020-05-18,Pennsylvania,15,515
2020-05-18,Puerto Rico,1,33
2020-05-18,South Carolina,5,155
2020-05-18,Tennessee,3,96
2020-05-18,Texas,27,952
2020-05-18,Utah,2,170
2020-05-18,Vermont,1,6
2020-05-18,Virginia,7,705
2020-05-18,Washington,2,145
2020-05-18,West Virginia,3,22
2020-05-18,Wisconsin,8,356
2020-05-18,Wyoming,1,13
2020-05-19,Alabama,1,301
2020-05-19,Arizona,7,263
2020-05-19,Arkansas,2,54
2020-05-19,California,39,1352
2020-05-19,Colorado,9,264
2020-05-19,Connecticut,42,697
2020-05-19,Delaware,7,199
2020-05-19,District of Columbia,9,147
2020-05-19,Florida,24,854
2020-05-19,Georgia,39,704
2020-05-19,Idaho,1,36
2020-05-19,Illinois,57,2294
2020-05-19,Indiana,14,477
2020-05-19,Iowa,4,304
2020-05-19,Kansas,3,350
2020-05-19,Kentucky,12,247
2020-05-19,Louisiana,72,277
2020-05-19,Maine,1,26
2020-05-19,Maryland,31,958
2020-05-19,Massachusetts,65,1320
2020-05-19,Michigan,24,892
2020-05-19,Minnesota,9,704
2020-05-19,Mississippi,6,136
2020-05-19,Missouri,16,148
2020-05-19,Nevada,8,112
2020-05-19,New Jersey,82,1736
2020-05-19,New Mexico,5,158
2020-05-19,New York,483,1250
2020-05-19,North Carolina,7,523
2020-05-19,North Dakota,1,31
2020-05-19,Ohio,32,531
2020-05-19,Oregon,1,64
2020-05-19,Pennsylvania,20,969
2020-05-19,Puerto Rico,1,48
2020-05-19,South Carolina,6,126
2020-05-19,Tennessee,3,652
2020-05-19,Texas,8,783
2020-05-19,Virginia,5,752
2020-05-19,Washington,1,178
2020-05-19,West Virginia,1,10
2020-05-19,Wisconsin,7,144
2020-05-19,Wyoming,2,12
2020-05-20,Alabama,15,387
2020-05-20,Arizona,18,368
2020-05-20,Arkansas,2,110
2020-05-20,California,124,2246
2020-05-20,Colorado,33,280
2020-05-20,Connecticut,22,314
2020-05-20,Delaware,7,168
2020-05-20,District of Columbia,8,164
2020-05-20,Florida,55,502
2020-05-20,Georgia,26,572
2020-05-20,Illinois,145,1545
2020-05-20,Indiana,59,450
2020-05-20,Iowa,12,341
2020-05-20,Kansas,1,50
2020-05-20,Kentucky,20,134
2020-05-20,Louisiana,18,329
2020-05-20,Maine,2,28
2020-05-20,Maryland,58,1784
2020-05-20,Massachusetts,76,1077
2020-05-20,Michigan,102,610
2020-05-20,Minnesota,17,657
2020-05-20,Mississippi,27,272
2020-05-20,Missouri,15,132
2020-05-20,New Jersey,149,1116
2020-05-20,New Mexico,6,96
2020-05-20,New York,198,1474
2020-05-20,North Dakota,1,63
2020-05-20,Ohio,63,498
2020-05-20,Oklahoma,5,91
2020-05-20,Oregon,2,39
2020-05-20,Pennsylvania,113,642
2020-05-20,South Carolina,8,114
2020-05-20,South Dakota,2,58
2020-05-20,Tennessee,4,401
2020-05-20,Texas,41,1384
2020-05-20,Utah,8,134
2020-05-20,Virginia,27,1005
2020-05-20,Washington,29,200
2020-05-20,Wisconsin,8,198
2020-05-21,Alabama,18,361
2020-05-21,Arizona,42,330
2020-05-21,Arkansas,5,80
2020-05-21,California,94,2254
2020-05-21,Colorado,42,315
2020-05-21,Connecticut,57,587
2020-05-21,Delaware,6,157
2020-05-21,District of Columbia,7,117
2020-05-21,Florida,44,527
2020-05-21,Georgia,22,946
2020-05-21,Idaho,3,51
2020-05-21,Illinois,146,2388
2020-05-21,Indiana,40,569
2020-05-21,Iowa,26,324
2020-05-21,Kansas,3,154
2020-05-21,Kentucky,10,98
2020-05-21,Louisiana,27,278
2020-05-21,Maryland,42,777
2020-05-21,Massachusetts,128,1029
2020-05-21,Michigan,46,857
2020-05-21,Minnesota,29,641
2020-05-21,Mississippi,16,263
2020-05-21,Missouri,11,176
2020-05-21,Nebraska,15,268
2020-05-21,Nevada,19,292
2020-05-21,New Hampshire,18,147
2020-05-21,New Jersey,171,1420
2020-05-21,New Mexico,7,125
2020-05-21,New York,65,1525
2020-05-21,North Carolina,33,825
2020-05-21,North Dakota,4,101
2020-05-21,Ohio,61,484
2020-05-21,Oklahoma,6,43
2020-05-21,Oregon,4,75
2020-05-21,Pennsylvania,142,815
2020-05-21,South Carolina,8,119
2020-05-21,Texas,45,1237
2020-05-21,Utah,2,192
2020-05-21,Virginia,33,763
2020-05-21,Washington,6,160
2020-05-21,West Virginia,1,65
2020-05-21,Wisconsin,12,528
2020-05-21,Wyoming,1,11
2020-05-22,Alabama,7,404
2020-05-22,Arizona,17,442
2020-05-22,Arkansas,3,455
2020-05-22,California,86,2038
2020-05-22,Colorado,11,394
2020-05-22,Connecticut,54,191
2020-05-22,Delaware,7,192
2020-05-22,District of Columbia,5,237
2020-05-22,Florida,48,1204
2020-05-22,Georgia,78,862
2020-05-22,Illinois,82,2270
2020-05-22,Indiana,49,662
2020-05-22,Iowa,17,550
2020-05-22,Kansas,2,118
2020-05-22,Kentucky,10,119
2020-05-22,Louisiana,21,1188
2020-05-22,Maryland,36,1208
2020-05-22,Massachusetts,82,978
2020-05-22,Michigan,70,666
2020-05-22,Minnesota,32,530
2020-05-22,Mississippi,10,255
2020-05-22,Missouri,9,147
2020-05-22,Nevada,6,12
2020-05-22,New Hampshire,9,67
2020-05-22,New Jersey,103,810
2020-05-22,New Mexico,11,155
2020-05-22,New York,73,2088
2020-05-22,North Carolina,8,788
2020-05-22,North Dakota,2,134
2020-05-22,Ohio,56,731
2020-05-22,Oklahoma,5,148
2020-05-22,Oregon,1,16
2020-05-22,Pennsylvania,99,1126
2020-05-22,Puerto Rico,1,7
2020-05-22,Rhode Island,8,215
2020-05-22,South Carolina,9,206
2020-05-22,Tennessee,8,549
2020-05-22,Texas,28,1266
2020-05-22,Utah,2,164
2020-05-22,Virginia,25,1229
2020-05-22,Washington,7,146
2020-05-22,West Virginia,1,26
2020-05-22,Wisconsin,10,472
2020-05-22,Wyoming,1,14
2020-05-23,Alabama,12,364
2020-05-23,Arizona,11,276
2020-05-23,Arkansas,3,154
2020-05-23,California,82,2225
2020-05-23,Colorado,14,296
2020-05-23,Connecticut,54,432
2020-05-23,Delaware,5,143
2020-05-23,District of Columbia,6,105
2020-05-23,Florida,46,776
2020-05-23,Georgia,33,819
2020-05-23,Idaho,2,89
2020-05-23,Illinois,108,2756
2020-05-23,Indiana,28,473
2020-05-23,Iowa,14,322
2020-05-23,Kansas,1,284
2020-05-23,Kentucky,5,140
2020-05-23,Louisiana,39,421
2020-05-23,Maine,2,71
2020-05-23,Maryland,48,893
2020-05-23,Massachusetts,80,883
2020-05-23,Michigan,29,555
2020-05-23,Minnesota,33,805
2020-05-23,Mississippi,15,403
2020-05-23,Missouri,9,211
2020-05-23,Nebraska,9,235
2020-05-23,Nevada,3,125
2020-05-23,New Hampshire,5,79
2020-05-23,New Jersey,146,993
2020-05-23,New Mexico,8,153
2020-05-23,New York,74,1696
2020-05-23,North Carolina,41,948
2020-05-23,North Dakota,1,88
2020-05-23,Ohio,35,627
2020-05-23,Oklahoma,3,169
2020-05-23,Oregon,2,47
2020-05-23,Pennsylvania,141,959
2020-05-23,Rhode Island,23,165
2020-05-23,South Carolina,3,257
2020-05-23,South Dakota,2,179
2020-05-23,Tennessee,2,433
2020-05-23,Texas,13,486
2020-05-23,Utah,1,183
2020-05-23,Virginia,36,813
2020-05-23,Washington,6,148
2020-05-23,West Virginia,2,112
2020-05-23,Wisconsin,10,511
2020-05-24,Alabama,8,374
2020-05-24,Arizona,26,429
2020-05-24,Arkansas,2,163
2020-05-24,California,72,2283
2020-05-24,Colorado,3,477
2020-05-24,Connecticut,38,382
2020-05-24,District of Columbia,9,73
2020-05-24,Florida,43,676
2020-05-24,Georgia,14,760
2020-05-24,Illinois,75,2352
2020-05-24,Indiana,23,492
2020-05-24,Iowa,22,406
2020-05-24,Maine,2,65
2020-05-24,Maryland,36,1071
2020-05-24,Massachusetts,76,400
2020-05-24,Michigan,65,503
2020-05-24,Minnesota,10,840
2020-05-24,Mississippi,21,380
2020-05-24,Missouri,7,159
2020-05-24,Nevada,1,1
2020-05-24,New Hampshire,4,75
2020-05-24,New Jersey,100,561
2020-05-24,New York,168,1772
2020-05-24,North Carolina,3,573
2020-05-24,Ohio,84,614
2020-05-24,Oklahoma,4,111
2020-05-24,Pennsylvania,102,798
2020-05-24,Puerto Rico,1,8
2020-05-24,Rhode Island,40,216
2020-05-24,South Carolina,6,257
2020-05-24,Tennessee,14,391
2020-05-24,Texas,9,1277
2020-05-24,Utah,4,203
2020-05-24,Virginia,23,799
2020-05-24,Wisconsin,13,481
2020-05-25,Alabama,2,348
2020-05-25,Arkansas,1,147
2020-05-25,California,16,1505
2020-05-25,Colorado,5,210
2020-05-25,Connecticut,18,446
2020-05-25,Delaware,4,280
2020-05-25,District of Columbia,5,144
2020-05-25,Florida,4,740
2020-05-25,Georgia,5,660
2020-05-25,Illinois,66,2508
2020-05-25,Indiana,12,475
2020-05-25,Iowa,10,353
2020-05-25,Louisiana,23,244
2020-05-25,Maine,1,42
2020-05-25,Maryland,34,818
2020-05-25,Massachusetts,68,316
2020-05-25,Michigan,6,349
2020-05-25,Minnesota,17,728
2020-05-25,Mississippi,9,255
2020-05-25,Missouri,3,249
2020-05-25,New Hampshire,1,60
2020-05-25,New Jersey,58,1014
2020-05-25,New Mexico,9,318
2020-05-25,New York,93,1589
2020-05-25,North Carolina,6,553
2020-05-25,North Dakota,1,53
2020-05-25,Ohio,13,503
2020-05-25,Oregon,1,39
2020-05-25,Pennsylvania,24,554
2020-05-25,South Carolina,10,201
2020-05-25,Tennessee,7,326
2020-05-25,Texas,60,1019
2020-05-25,Virginia,12,495
2020-05-25,Washington,11,563
2020-05-25,Wisconsin,8,400
2020-05-26,Alabama,15,633
2020-05-26,Arizona,6,198
2020-05-26,Arkansas,1,107
2020-05-26,California,15,2401
2020-05-26,Colorado,1,95
2020-05-26,Connecticut,49,405
2020-05-26,Delaware,6,156
2020-05-26,District of Columbia,8,115
2020-05-26,Florida,15,879
2020-05-26,Georgia,21,498
2020-05-26,Illinois,29,1713
2020-05-26,Indiana,8,339
2020-05-26,Kansas,2,121
2020-05-26,Maryland,25,839
2020-05-26,Massachusetts,44,215
2020-05-26,Michigan,13,226
2020-05-26,Minnesota,12,742
2020-05-26,Mississippi,10,198
2020-05-26,Missouri,5,155
2020-05-26,Nevada,14,75
2020-05-26,New Hampshire,1,48
2020-05-26,New Jersey,14,938
2020-05-26,New Mexico,3,83
2020-05-26,New York,124,1249
2020-05-26,North Carolina,6,461
2020-05-26,North Dakota,1,39
2020-05-26,Ohio,18,566
2020-05-26,Oklahoma,2,53
2020-05-26,Pennsylvania,10,362
2020-05-26,Puerto Rico,2,10
2020-05-26,South Carolina,5,82
2020-05-26,Tennessee,2,424
2020-05-26,Texas,9,499
2020-05-26,Utah,1,129
2020-05-26,Virginia,37,1483
2020-05-26,Washington,9,237
2020-05-26,Wisconsin,14,307
2020-05-27,Alabama,14,590
2020-05-27,Arizona,3,289
2020-05-27,Arkansas,2,151
2020-05-27,California,50,3022
2020-05-27,Colorado,19,296
2020-05-27,Connecticut,27,430
2020-05-27,Delaware,3,101
2020-05-27,Florida,7,509
2020-05-27,Georgia,48,583
2020-05-27,Illinois,38,1178
2020-05-27,Indiana,20,363
2020-05-27,Iowa,21,146
2020-05-27,Kansas,3,74
2020-05-27,Kentucky,3,380
2020-05-27,Louisiana,11,245
2020-05-27,Maine,1,35
2020-05-27,Maryland,31,535
2020-05-27,Massachusetts,57,884
2020-05-27,Michigan,27,353
2020-05-27,Minnesota,18,645
2020-05-27,Mississippi,17,273
2020-05-27,Missouri,7,172
2020-05-27,New Hampshire,4,34
2020-05-27,New Jersey,53,672
2020-05-27,New Mexico,5,104
2020-05-27,New York,27,1072
2020-05-27,North Carolina,11,615
2020-05-27,Ohio,15,529
2020-05-27,Oklahoma,5,48
2020-05-27,Pennsylvania,17,853
2020-05-27,Rhode Island,15,145
2020-05-27,South Carolina,6,238
2020-05-27,Tennessee,5,360
2020-05-27,Texas,17,883
2020-05-27,Utah,3,99
2020-05-27,Virginia,28,1615
2020-05-27,Washington,8,116
2020-05-27,Wisconsin,16,279
2020-05-27,Wyoming,1,7
2020-05-28,Alabama,3,364
2020-05-28,Arizona,24,454
2020-05-28,Arkansas,1,97
2020-05-28,California,76,1579
2020-05-28,Colorado,40,202
2020-05-28,Delaware,9,30
2020-05-28,District of Columbia,5,72
2020-05-28,Florida,60,379
2020-05-28,Georgia,37,655
2020-05-28,Idaho,2,73
2020-05-28,Illinois,160,1111
2020-05-28,Indiana,26,359
2020-05-28,Iowa,19,666
2020-05-28,Kansas,3,92
2020-05-28,Kentucky,6,126
2020-05-28,Louisiana,21,443
2020-05-28,Maine,2,28
2020-05-28,Maryland,59,736
2020-05-28,Massachusetts,74,710
2020-05-28,Michigan,68,618
2020-05-28,Minnesota,34,504
2020-05-28,Mississippi,18,313
2020-05-28,Nebraska,6,365
2020-05-28,Nevada,8,93
2020-05-28,New Hampshire,9,55
2020-05-28,New Jersey,149,864
2020-05-28,New Mexico,4,122
2020-05-28,New York,186,1129
2020-05-28,North Carolina,43,661
2020-05-28,North Dakota,2,17
2020-05-28,Ohio,42,433
2020-05-28,Oklahoma,4,91
2020-05-28,Pennsylvania,102,779
2020-05-28,Rhode Island,21,143
2020-05-28,South Carolina,20,207
2020-05-28,South Dakota,4,57
2020-05-28,Tennessee,10,390
2020-05-28,Texas,41,1328
2020-05-28,Utah,4,86
2020-05-28,Virginia,45,907
2020-05-28,Washington,17,225
2020-05-28,West Virginia,2,125
2020-05-28,Wisconsin,11,599
2020-05-28,Wyoming,1,10
2020-05-29,Alabama,8,486
2020-05-29,Arizona,26,559
2020-05-29,Arkansas,5,261
2020-05-29,California,99,2742
2020-05-29,Colorado,29,354
2020-05-29,Connecticut,23,271
2020-05-29,Delaware,1,75
2020-05-29,District of Columbia,8,86
2020-05-29,Florida,45,651
2020-05-29,Georgia,40,628
2020-05-29,Idaho,1,71
2020-05-29,Illinois,103,1527
2020-05-29,Indiana,38,631
2020-05-29,Iowa,10,217
2020-05-29,Kansas,1,80
2020-05-29,Kentucky,9,108
2020-05-29,Louisiana,18,305
2020-05-29,Maine,3,52
2020-05-29,Maryland,36,1286
2020-05-29,Massachusetts,93,651
2020-05-29,Michigan,38,524
2020-05-29,Minnesota,35,483
2020-05-29,Mississippi,23,328
2020-05-29,Missouri,13,211
2020-05-29,Nebraska,10,265
2020-05-29,Nevada,4,98
2020-05-29,New Hampshire,9,103
2020-05-29,New Jersey,75,557
2020-05-29,New Mexico,6,112
2020-05-29,New York,20,1768
2020-05-29,North Carolina,32,1136
2020-05-29,North Dakota,1,42
2020-05-29,Ohio,54,476
2020-05-29,Oklahoma,3,44
2020-05-29,Oregon,3,48
2020-05-29,Pennsylvania,108,663
2020-05-29,Puerto Rico,2,20
2020-05-29,Rhode Island,22,141
2020-05-29,South Carolina,4,165
2020-05-29,Tennessee,3,394
2020-05-29,Texas,35,1853
2020-05-29,Utah,1,215
2020-05-29,Vermont,1,3
2020-05-29,Virginia,57,1152
2020-05-29,Washington,11,358
2020-05-29,Wisconsin,16,512
2020-05-29,Wyoming,1,16
2020-05-30,Alabama,19,513
2020-05-30,Arizona,26,595
2020-05-30,Arkansas,7,239
2020-05-30,California,84,2825
2020-05-30,Colorado,15,491
2020-05-30,Connecticut,42,203
2020-05-30,Delaware,11,65
2020-05-30,District of Columbia,7,46
2020-05-30,Florida,49,1212
2020-05-30,Georgia,14,615
2020-05-30,Illinois,84,1622
2020-05-30,Indiana,42,490
2020-05-30,Iowa,18,371
2020-05-30,Kansas,1,291
2020-05-30,Kentucky,9,279
2020-05-30,Maine,1,37
2020-05-30,Maryland,38,1279
2020-05-30,Massachusetts,78,537
2020-05-30,Michigan,34,717
2020-05-30,Minnesota,29,584
2020-05-30,Mississippi,17,421
2020-05-30,Missouri,5,150
2020-05-30,Nebraska,1,399
2020-05-30,New Hampshire,6,103
2020-05-30,New Jersey,127,1659
2020-05-30,New Mexico,9,129
2020-05-30,New York,96,1551
2020-05-30,North Carolina,43,1077
2020-05-30,North Dakota,2,39
2020-05-30,Ohio,33,651
2020-05-30,Oklahoma,4,65
2020-05-30,Pennsylvania,91,764
2020-05-30,Puerto Rico,1,13
2020-05-30,Rhode Island,16,141
2020-05-30,South Carolina,13,343
2020-05-30,South Dakota,5,73
2020-05-30,Tennessee,5,384
2020-05-30,Texas,8,545
2020-05-30,Utah,1,343
2020-05-30,Virginia,20,1132
2020-05-30,Washington,5,307
2020-05-30,Wisconsin,13,733
2020-05-31,Alabama,8,427
2020-05-31,Arizona,18,786
2020-05-31,Arkansas,1,236
2020-05-31,California,67,3257
2020-05-31,Colorado,7,486
2020-05-31,Connecticut,44,260
2020-05-31,Delaware,5,186
2020-05-31,District of Columbia,2,179
2020-05-31,Florida,34,927
2020-05-31,Georgia,17,450
2020-05-31,Illinois,60,1462
2020-05-31,Indiana,15,653
2020-05-31,Iowa,7,287
2020-05-31,Kentucky,13,240
2020-05-31,Louisiana,19,775
2020-05-31,Maine,4,56
2020-05-31,Maryland,43,1027
2020-05-31,Massachusetts,50,285
2020-05-31,Michigan,58,392
2020-05-31,Minnesota,30,659
2020-05-31,Mississippi,13,436
2020-05-31,Missouri,18,167
2020-05-31,Nebraska,6,257
2020-05-31,Nevada,11,141
2020-05-31,New Jersey,105,764
2020-05-31,New Mexico,7,131
2020-05-31,New York,71,1376
2020-05-31,North Carolina,10,910
2020-05-31,North Dakota,1,34
2020-05-31,Ohio,18,467
2020-05-31,Oklahoma,5,80
2020-05-31,Oregon,2,54
2020-05-31,Pennsylvania,73,713
2020-05-31,Puerto Rico,1,7
2020-05-31,Rhode Island,18,184
2020-05-31,South Carolina,4,263
2020-05-31,South Dakota,3,94
2020-05-31,Tennessee,3,503
2020-05-31,Texas,46,1930
2020-05-31,Utah,5,269
2020-05-31,Virginia,12,1078
2020-05-31,Washington,7,278
2020-05-31,West Virginia,1,38
2020-05-31,Wisconsin,11,523
2020-05-31,Wyoming,1,7
2020-06-01,Alabama,12,511
2020-06-01,Arizona,3,678
2020-06-01,California,28,2056
2020-06-01,Colorado,2,280
2020-06-01,Connecticut,32,179
2020-06-01,Delaware,5,76
2020-06-01,District of Columbia,4,84
2020-06-01,Florida,4,739
2020-06-01,Georgia,49,732
2020-06-01,Illinois,60,1343
2020-06-01,Indiana,9,363
2020-06-01,Iowa,4,308
2020-06-01,Louisiana,5,339
2020-06-01,Maryland,23,763
2020-06-01,Massachusetts,78,170
2020-06-01,Michigan,27,486
2020-06-01,Minnesota,14,660
2020-06-01,Mississippi,11,294
2020-06-01,Missouri,2,173
2020-06-01,New Hampshire,7,159
2020-06-01,New Jersey,68,837
2020-06-01,New Mexico,5,65
2020-06-01,New York,50,1110
2020-06-01,North Carolina,8,778
2020-06-01,North Dakota,1,23
2020-06-01,Ohio,6,480
2020-06-01,Pennsylvania,18,432
2020-06-01,Rhode Island,114,109
2020-06-01,South Carolina,7,467
2020-06-01,Texas,19,1762
2020-06-01,Utah,1,264
2020-06-01,Virginia,5,996
2020-06-01,Wisconsin,5,173
2020-06-02,Alabama,16,325
2020-06-02,Arizona,11,193
2020-06-02,California,45,2782
2020-06-02,Colorado,13,199
